year,Apples,Beef ,Citrus,Cotton,Dairy ,Grapes,Hay,Nuts,Other non-cereal crops,Pears,Plantation fruit,Rice,Sheep ,Stone fruit,Sugar,Summer cereals,Summer legumes,Summer oilseeds,Tropical stone fruit,Vegetables,Winter cereals,Winter legumes,Winter oilseeds
2020,0.43195180052174476,16.22536254398186,0.4353340227236967,2.1841428985012192,4.021173058115272,1.4578656872694111,1.7033246804058149,0.5043128478877278,6.9311830681919515,0.10218010644309768,0.29472217999235095,0.2540196214782777,3.296911191739591,0.5552706816376005,1.7061670026467561,0.5330946179656169,0.12043473700619214,0.032515127003430025,0.13523755274425084,2.654811791076073,11.796957056234277,1.5552657353893455,1.5851501459558999
2021,0.43366588137138246,16.115683191949532,0.43609964561132636,2.184477018874485,4.006902236051294,1.4614558389497938,1.7101878300432893,0.5076890602516304,6.902433330603105,0.1024465041034112,0.3001348843434414,0.255221449524143,3.3342353033428376,0.5606786391919809,1.713736341583167,0.5377528490641237,0.12271972043366969,0.03309826402538854,0.1368462389455992,2.6657717170621202,12.024754246994172,1.5696897462231911,1.61208558350096
2022,0.43539069235718797,16.01048592725372,0.4334109343864055,2.184810172627757,3.9920320145624206,1.4650360453497024,1.7185002156094442,0.5120863444671406,6.869626671367688,0.10270828850307642,0.3052890487190536,0.2564232763033985,3.3715029901345277,0.561310505994745,1.720874951529119,0.5425815161675269,0.12488124178548102,0.03368140166709526,0.1384449156836236,2.674282158666857,12.254801372169428,1.5841118611910467,1.6390208732684153
2023,0.4372110016034991,15.902127785250002,0.43377231570360786,2.185141826010289,3.9740030139070623,1.4686262630782614,1.726603478476706,0.5178964068592066,6.840927445845906,0.10296546622774208,0.3104112236044889,0.24518385010631627,3.4140116470289437,0.561990841973486,1.728019329432869,0.5473899123324087,0.12704839520389039,0.034264538004623396,0.14003025213869236,2.6848123277861586,12.485290483683723,1.598532131309243,1.665866608279061
2024,0.43901857945303857,15.803191264948495,0.4345057446580022,2.1854722476863793,3.9573729802272957,1.4721514412742984,1.7347060994497674,0.5237054569154704,6.812374463553615,,0.31550123034662486,0.2461706800616727,3.4555349364264436,0.5671290831603987,1.735169091060875,0.5522344106604848,0.12934093729488022,0.034847674843153674,0.14160274771521492,2.69518019881026,12.716111016642087,1.6122457874696532,1.6928012480392844
2025,0.4400979170102947,15.701436814987382,0.4343899588635408,2.1855905708593446,3.939626694986406,1.4728460599857414,1.7426878884481638,0.5285609258900652,6.773878698345171,0.10331456891211625,0.320020584134734,0.24619133841327692,3.4908010789897608,0.5714274880401453,1.7423246287325558,0.5571176174207857,0.13162449727032688,0.03543081233353376,0.14295548136911876,2.702627218804914,12.947601927675555,1.6264969981185222,1.7196861181403151
2026,0.44112475956294755,15.604334074890271,0.43421353418264974,2.185704626121158,3.922876903722097,1.4733905932746827,1.7506667306532477,0.5283584548162361,6.734958570436161,0.10339687432853106,0.32446575498792146,0.24690891649562463,3.5275377461008923,0.5756175587118156,1.7494855578718076,0.5619765143002708,0.13390796901042754,0.03601394625717354,0.14427825741243105,2.7096828588938533,13.180721078166048,1.6409230564576816,1.7466202861657327
2027,0.4450110562888994,15.500456520175705,0.43397056214775476,2.177355793360726,3.898838531187688,1.4739935049650115,1.7586426021372443,0.5322242929599972,6.70028561924209,0.10346511671661388,0.3288364086799779,0.2416506542683637,3.570286925239343,0.5796991078542082,1.7566520667667664,0.5668350902209953,0.13619133148764567,0.036597084318159646,0.14557248380542911,2.7189026708057225,13.415304722527198,1.6519667729396692,1.7735543000110383
2028,0.44595214057126586,15.394428177726951,0.43366172953925886,2.0764206731835606,3.8789957670368036,1.4744529883992374,1.7666154955393971,0.5368939721931908,6.66066344680952,0.1035194114083578,0.33313153854084077,0.24168052444350274,3.61307137634501,0.5836730759542256,1.763824336127867,0.5716742947126143,0.13797018880371348,0.03718022000548729,0.14683694184862414,2.7252154554578962,13.646446709678308,1.6642235974134016,1.800487997281797
2029,0.44683200964209,15.272890471702931,0.43328774993610564,2.0485727180058917,3.858127631036808,1.4747838278405987,1.7699426812069428,0.5414782341980612,6.620601814803485,0.10355991450897747,0.3372893213882453,0.24168322757676422,3.6637315341872823,0.5875399157586947,1.7710020046186659,0.5765134696418571,0.14106891540619634,0.03776335860368614,0.14807255529732344,2.7311578581379243,13.869070130887213,1.6743426665997516,1.827377386796665
2030,0.4476472330175528,15.158741646703659,0.43285121153409434,2.0261787493242056,3.844070866877084,1.4750963519016136,1.7777273213709253,0.5459774961823541,6.580097673865554,0.10358678925107939,0.3414408880432378,0.24168270108198492,3.715319443917571,0.5913006762489252,1.7558651918966885,0.5812311603972734,0.14342088506845568,0.038346495652169826,0.1492787046001724,2.736746133705321,14.092868475237877,1.684863625886961,1.8543107934496863
2031,0.448398222035959,15.07341020590161,0.4323528588233637,2.0383312342815043,3.8335860277652483,1.4752976032870178,1.7855063449626736,0.5503921216300578,6.539165221630374,0.10360019764700956,0.3456749774371363,0.24160966501514447,3.7423817001823734,0.5949566899781039,1.7655952712299918,0.5860470231371939,0.14570601512719872,0.03892963214281718,0.15045575088027177,2.742010332451033,14.323193151062076,1.69945213836442,1.8812428961007266
2032,0.447581518223065,14.96804918972288,0.432006351526655,2.0425823171863637,3.7959804371756114,1.4729160762350144,1.7901272866506317,0.5441634171109606,6.5232660395158915,0.10078543631624123,0.3480255055699414,0.24143483892575543,3.7762868284347073,0.5966193957859554,1.7727203090770633,0.5886756972218005,0.14735112448242857,0.03929776710172554,0.151427072190907,2.7411465976975804,14.492499343035291,1.7095007054002156,1.898817167299962
2033,0.4467157065054669,14.87178475608632,0.4315918403959609,2.0404776236243385,3.7511633989062556,1.4705296047615817,1.7947425840295468,0.5564017698457114,6.516198933113785,0.10097400695435996,0.3503296318230834,0.24148450538631822,3.8105549863559984,0.5981659847915504,1.7699912849217518,0.5913043991248499,0.1489961370026463,0.03966590588295197,0.152370351382218,2.7429026140270385,14.646740990456557,1.719647405904789,1.9163901298334038
2034,0.4458018046023867,14.762173937618234,0.42546974800116394,2.044563455454584,3.714272529540039,1.4682170646421726,1.79935256968585,0.5593933731953913,6.504103595253131,0.10115958239757512,0.3525876982785236,0.24130766519753769,3.8453859200911236,0.5989319939247542,1.777093712163084,0.593933012127851,0.15064104922251714,0.040034044194263124,0.15328562993196154,2.7415872703198736,14.811491857467797,1.7297803980348596,1.9342739171735268
2035,0.4448408819722531,14.644822337926128,0.4255275057442598,2.038592317764407,3.6737485726915633,1.4658098622437619,1.7424478284286722,0.562308435431421,6.490113490527605,0.10134213220380711,0.3379192888686841,0.24101735069414593,3.9007410992020386,0.5990468344162488,1.6939608979403407,0.5957683954460513,0.15228586834464405,0.04040217849192626,0.1541737105833674,2.739977606914056,14.893250999095988,1.7270570918220753,1.9517960226788127
2036,0.4440717937190131,14.513291065256098,0.42571975796628886,2.0413380263313217,3.65039322683647,1.4633946828909083,1.7359027536001306,0.5652155742725667,6.47869238525279,0.10144533646549138,0.35467161478322523,0.24136690117552262,3.951711477444254,0.6027436192066027,1.6762155323733174,0.5968736998507989,0.14112456467487325,0.04077031748118828,0.15511680328511915,2.7420406825796837,15.032132427114641,1.7368732614419617,1.9693401092327354
2037,0.44327446372269913,14.385213828056354,0.4258820297599828,2.041947966903946,3.6163999063379966,1.4609248913094484,1.7328099826122965,0.5681014644149391,6.467296966930843,0.10154660798847116,0.35679727811067896,0.2414392599401776,3.999197662958479,0.6042216733529203,1.6405620321347822,0.5990241186768576,0.14219167535446536,0.038154366638686314,0.15603893660820695,2.744088362083432,15.11513813408452,1.7532662266328132,1.987726078105889
2038,0.4424495720296695,14.251630322486598,0.4260147475069712,2.0479437037525194,3.6013963678673853,1.4584570736452718,1.7307780375096025,0.570932991980796,6.455921927191214,0.10164597306935763,0.3588837575422503,0.24151074790131166,4.0526562747810875,0.6056500200440509,1.6322466408350138,0.5938353186267662,0.14373797090234428,0.03824115420309221,0.15694021654428564,2.746121239773214,15.26951516045438,1.7594036212754045,2.006911084230316
2039,0.4415976037291189,14.123740152711708,0.4261184624426332,2.0287464066276444,3.578274511299311,1.4558828943774063,1.7338702368833405,0.5675653088017425,6.4390314711448635,0.10174346265401704,0.3609479223793205,0.24157846194787322,4.099545237434772,0.6070292998789608,1.6180593683568334,0.5972607268546322,0.14361067973971248,0.04187472836663823,0.15782137245761854,2.748147982481158,15.422476875472855,1.760623007225961,2.02581875058982
2040,0.4407190797696575,13.986854956494943,0.42591440509618284,1.9893177370018655,3.5749939564494113,1.453162182734636,1.716600402153608,0.5763483881018905,6.4269435013424765,0.10183917245614349,0.363083565674413,0.24164981265664678,4.146584510529907,0.5934842210384819,1.6144638429657958,0.5986711152954242,0.14459495528795885,0.0422428662994708,0.15868214930468486,2.750142240201507,15.5760504125444,1.7422625985181845,2.00132822950794
2041,0.4398147162456084,13.863123662822126,0.42604208797827503,1.9870883447303864,3.558145260870459,1.4516075926645016,1.716923298937063,0.5790302785915822,6.415795977182635,0.10179175268554126,0.36518808175819206,0.2417199852043998,4.189951112923575,0.6067591651065235,1.6082858072892574,0.6003203728169357,0.14557474622616864,0.0426110008409656,0.15952260311978173,2.752130660235801,15.731246499551638,1.7353824691504083,2.018113150541812
2042,0.43888493250546895,13.72766337394146,0.4261439875148565,1.9726394005825592,3.558358876389569,1.4498030809894962,1.6969217115032438,0.5723311853390064,6.404797868652996,0.101890331141698,0.367261679509126,0.24178803836038928,4.2340662300971434,0.6085198368095329,1.6005036843221367,0.598835897558445,0.14529159643714107,0.04297913986945727,0.16034284259870665,2.7541046633531248,15.865968012921494,1.7028381384545406,2.034563644621424
2043,0.4379304337904933,13.58741493943456,0.4262207301963763,1.972595002266499,3.5456435070561403,1.4472842326879416,1.6747146434683047,0.5842264924527815,6.393748211115294,0.1019878623089428,0.36930455158332165,0.2418552794970174,4.2729695018217315,0.6001909528628548,1.5959568128638044,0.5908830140150694,0.1462595606230643,0.04334727764512235,0.16114297413573336,2.7560868865764943,15.999510260492984,1.7002659996879133,2.0450490607700407
2044,0.43695173017367606,13.447438708342325,0.4262841610331354,1.9724721522247737,3.550110026916548,1.4445105534996214,1.6478423984954524,0.5867416061122244,6.382856779451423,0.10208434920502635,0.37131682685395917,0.24192169732146204,4.312272308729317,0.6114657741654419,1.589876534789206,0.5819992340049772,0.146221186465802,0.043048959582566215,0.16192308137162303,2.7580135278750455,16.03881402224966,1.6938464968327218,1.9781593306298841
2045,0.2924735872072591,13.319691053415834,0.4262518925913338,1.9721250489749362,3.5331202153169934,1.442928523591537,1.6264000307578552,0.5892021711327764,6.371919060792489,0.10191352862082194,0.3732987190009538,0.24199833366732637,4.349357331735874,0.6127196839953688,1.583867630945749,0.5768895182793661,0.14232802404612252,0.043363494405067954,0.16268328382593153,2.759921367493824,16.054938292200376,1.6562397152699007,1.9026815664709513
2046,0.4349232404932002,13.176592844219183,0.42633672093781033,1.9719933738470072,3.5243230442397655,1.4403523260826216,1.6098007299702792,0.5915437787788831,6.360720801186471,0.10227425835802284,0.37525042861365876,0.2420567185761665,4.391112309268225,0.6138920922986644,1.5778639707984365,0.5772393850322585,0.1432532409051179,0.0423027752776495,0.16342371523794993,2.7618130947031814,15.893983937101668,1.5925067738595484,1.9175422567392617
2047,0.43387549225013927,13.039333773151283,0.4264128726526135,1.9715024518757926,3.515176710616755,1.437387528142211,1.5930059403660737,0.593791315805656,6.294469327693169,0.10236774578739748,0.37717217739091347,0.2421162265757764,4.434292772687078,0.6154132275255093,1.5715381099042456,0.575886749197428,0.14418428861045704,0.03761913123674602,0.16414447755954054,2.763689762211988,15.65284839978464,1.475736631726557,1.8953875628671186
2048,0.4328058102369618,12.880679365034831,0.4264625153120868,1.9715873718857742,3.522381667311874,1.4344583505506483,1.5881168835439927,0.5961417615751299,6.340717072746569,0.10246027280762124,0.3792542564757452,0.2421815892264329,4.477683988946476,0.6165090051579983,1.5652632360909273,0.577507299734821,0.14513370156441135,0.03789422589147134,0.16484571199807047,2.765549273388946,15.389961726029796,1.4383109135342664,1.9012121149410854
2049,0.43171482436934017,12.740752214425665,0.42648568973520695,1.97176429794794,3.5368011818648135,1.4314278174194526,1.583034634202938,0.5985115836414159,6.328641525347742,0.10255185307618339,0.3655290471305651,0.2419003245275375,4.519031256410476,0.6183764407368698,1.5583307052906707,0.5649936052459403,0.1457037105678963,0.03832301317932659,0.16552757486345737,2.7674010694280504,15.115242351581488,1.402212040198193,1.925705936070501
2050,0.43060312287416114,12.59486140501001,0.4259965180163419,1.9709572054893256,3.5558330559044755,1.429846240965233,1.5843818196900743,0.6007777038086792,6.317871023551495,0.10264252816598428,0.3805091088461615,0.24197827802768065,4.558277922043664,0.6191414156188167,1.5500760338486395,0.5345888178538957,0.14625033597955317,0.03849780086293889,0.1661901735022451,2.7692381303897653,15.030439602726958,1.352394896797558,1.9344648697722435
