year,Apples,Beef lexp,Beef meat,Citrus,Cotton,Dairy,Grapes,Hay,Nuts,Other non-cereal crops,Pears,Plantation fruit,Rice,Sheep lexp,Sheep meat,Sheep wool,Stone fruit,Sugar,Summer cereals,Summer legumes,Summer oilseeds,Tropical stone fruit,Vegetables,Winter cereals,Winter legumes,Winter oilseeds
2020,278.7198715335084,313.5162074600831,2703.4545181799203,579.7769311649133,1024.4607420981902,11511.690797520272,2252.5799528605667,8484.586780818549,138.49452750644767,723.9943744392906,148.2416609863204,506.6030176388298,829.9939987003875,157.95372551658286,857.1073480391166,415.42257822120285,260.8111382081313,49225.787051973486,2488.9274847638626,165.3903633728372,57.63306556737455,123.53773030257088,4904.844462615783,49997.473560686056,3525.2832019888724,3335.933538058248
2021,280.53785540700085,314.13438118379423,2708.7850386015803,582.5531941230529,1024.6763723401123,11654.64427426488,2262.8778640622977,8525.266194454181,140.43296811761724,722.7352587426594,148.9515164671559,516.7442811633755,833.9267360582858,159.19037176613614,874.0579253138573,415.8313470655419,264.0483009734419,49576.08832494524,2511.3687271777862,168.40549741452548,58.66667622113462,125.27926814295141,4940.25905468516,50976.36139614407,3571.3971708104864,3392.860406430067
2022,282.35580800496564,314.7525549075053,2714.1155590232383,585.3295232173341,1024.8921244758963,11797.597751009494,2273.1757752640283,8565.94560808982,142.3714087287868,721.4761430460284,149.66138885817006,526.885594199282,837.8593786925136,160.56665656086238,890.6665340402693,416.24011590988107,267.2854637387524,49926.3950902543,2533.8099695917094,171.42061497502806,59.700286874894694,127.02081884170344,4975.673646754538,51955.25414153208,3617.5111396321,3449.7872748018863
2023,284.17379187845813,315.3706919203832,2719.445762886882,588.1058523116152,1025.1077547178184,11940.5512277541,2283.473686465759,8606.625021725455,144.30984933995643,720.2170273493971,150.37126124918422,537.0268577238276,841.7921160504118,161.30221131350862,908.954498467166,416.6488847542202,270.52262650406294,50276.69636322607,2556.251212005633,174.43574901671636,60.733897528654765,128.76235668208392,5011.088238823915,52934.14197699009,3663.625108453714,3506.714143173706
2024,285.9917444764229,315.98886564409423,2724.77628330854,590.8821152697546,1025.3233849597405,12083.50470449871,2293.771855147455,8647.305403158147,146.2482755210112,718.9579116527658,151.0811167300197,547.1681707597343,845.7248534083102,162.13902294445654,927.2333474697956,417.0576535985594,273.7597892693734,50626.99763619782,2578.6924544195563,177.45088305840466,61.767508182414836,130.50389452246444,5046.503377600386,53913.02981244809,3709.739077275327,3563.6410115455255
2025,287.8097283499154,316.607002656972,2730.1064871721846,593.6584443640357,1025.5390152016628,12226.45818124332,2304.069766349186,8687.984816793782,148.18671613218083,717.6987959561349,151.79098912103385,557.30943428428,849.657496042538,163.19129761440192,943.90498419549,417.4664224428985,276.996952034684,50977.29890916958,2601.1336968334804,180.46600061890723,62.80111883617491,132.24544522121647,5081.917969669763,54891.917647906106,3755.853046096941,3620.567879917345
2026,289.62771222340785,317.22517638068314,2735.437007593843,596.4347073221752,1025.7547673374468,12369.4104390596,2314.367677550917,8728.664230429416,150.12515674335037,716.4396802595035,152.5008446018693,567.4507473201867,853.5902334004363,164.1154662087708,961.12429616504,417.87519128723767,280.2340871819796,51327.60567447864,2623.575211873806,183.48113466059556,63.83472372848073,133.986983061597,5117.332561739141,55870.805483364114,3801.967014918554,3677.4947482891644
2027,291.44566482137265,317.9681521123483,2740.7672114574866,599.2110364164563,1025.9703975793689,12512.36391580421,2324.6655887526463,8769.343644065053,152.06359735451997,715.1805645628724,153.21071699288345,577.5920108447322,857.5228760346641,164.96089415659236,980.1446920246813,418.28396013157686,283.4712499472901,51677.90694745039,2646.016454287729,186.49626870228386,64.8683343822408,135.728533760349,5152.747700515612,56849.69331882212,3848.080983740168,3734.4216166609835
2028,293.26364869486514,320.4905904899431,2746.0977318791442,601.9873655107375,1026.186027821291,12655.317392548819,2334.9634999543778,8810.023057700686,154.00203796568957,713.9214488662413,153.9205893838976,587.7333238806389,861.4556133925623,165.03060509252313,999.5919685218994,418.69272897591594,286.70841271260065,52028.20822042215,2668.4576967016524,189.51138626278643,65.90194503600088,137.4700716007295,5188.162292584989,57828.58115428014,3894.1949525617806,3791.3481484344
2029,295.08160129282993,324.54360437206503,2751.4282523008037,604.763628468877,1026.4016580632133,12798.270869293427,2345.2614111561093,8850.702471336323,155.9404785768591,712.6623331696098,154.63044486473305,597.8745874051846,865.3883507504607,162.6399157208419,1022.3091622401428,419.1014978202552,289.94557547791123,52378.50949339391,2690.898939115576,192.52652030447473,66.93555568976095,139.21160944111003,5223.576884654367,58807.47389966814,3940.308921383395,3848.2750168062194
2030,296.8995851663224,326.6711942734372,2756.7584561644467,607.5399575631582,1026.6174101989973,12941.224346038038,2355.5593223578394,8891.382852769013,157.8789191880287,711.4032613018461,155.34031725574724,608.015900441091,869.3209933846886,161.58544198429036,1046.7047659379061,419.51026666459416,293.1827382432218,52728.816258702966,2713.340181529499,195.54165434616303,67.96916634352102,140.95316013986204,5258.991476723743,59786.36173512615,3986.4232609765486,3905.2018851780385
2031,298.71753776428716,329.5108271149556,2762.088976586106,610.3162866574393,1026.8330404409191,13084.177822782649,2365.85723355957,8932.062266404648,159.81735979919827,710.1441456052148,156.05018964676137,618.1571639656369,873.2537307425869,162.9934683871134,1063.6302811177202,419.9190355089334,296.41990100853224,53079.117531674725,2735.7814239434224,198.5567719066656,69.00277699728109,142.69469798024255,5294.406615500216,60765.249570584165,4032.537229798161,3962.128753549858
2032,299.52898133017214,331.00045856625763,2765.785424532167,613.3405601471196,1030.632350226374,13173.39728193374,2372.249946131556,8957.065303334599,161.40458584629755,711.621134600647,156.8234582976653,624.9750764106955,876.8818367756863,164.0646132372007,1081.165054761364,420.10854757761655,298.7038279887296,53069.79154293992,2748.0384344237427,200.7419958410576,69.65529625972808,144.26890983186883,5318.595124122239,61504.73412885716,4063.108084865417,3999.273060558721
2033,300.34042489605713,332.7690259059292,2769.4821890362427,616.3648336367999,1034.431660011829,13262.61674108483,2378.642401223576,8982.067372467496,162.99181189339683,713.0981674249463,157.5967269485692,631.7929393443932,880.5100375324563,165.27768647532793,1099.0636237783208,420.2980105626249,300.98778258694176,53060.46555420511,2760.2957175304664,202.9272197754496,70.30782128362931,145.84310882512364,5342.78417945136,62244.21868713018,4093.6789399326717,4036.4173675675847
2034,301.1518371864144,335.0727190798836,2773.1789535403177,619.3891732626219,1038.2308479034216,13351.836200235924,2385.035113795562,9007.070409397445,164.5790379404961,714.5752002492457,158.37001250965184,638.610802278091,884.1382382892266,166.51822681037606,1117.021466526156,420.4875226313081,303.27170956713906,53051.1395654703,2772.552728010787,205.1124437098416,70.96034630753053,147.41730781837836,5366.973234780477,62983.70324540318,4124.249794999927,4073.561674576448
2035,301.9632807522994,337.031065827947,2776.875401486378,622.4134467523022,1042.0301576888767,13441.055659387017,2391.4275688875828,9032.073446327398,166.16626398759539,716.0522330735448,159.14328116055572,645.4286652117887,887.7664390459967,166.5760250760551,1140.0852689067856,420.6770346999912,305.5556641653513,53041.81906907279,2784.8100111175113,207.2976676442336,71.61286556997752,148.99151967000464,5391.162290109594,63723.18780367618,4154.820650067182,4110.706318183715
2036,302.77472431818444,337.7960402708732,2780.5721659904543,625.4377202419826,1045.8294674743313,13530.275118538106,2397.820023979604,9057.075515460294,167.75350446480945,717.5292220689771,159.91654981145965,652.2465776568474,891.3945450790961,165.0699637432334,1166.6151098787557,420.8664976849995,307.8395911455486,53032.49308033798,2797.067021597832,209.4828750974399,72.26539059387873,150.56571866325936,5415.351345438712,64462.67236194919,4185.391505134437,4147.850625192577
2037,303.58613660854166,339.3447373081823,2784.268613936514,628.4620598678044,1049.628777259786,13619.494577689196,2404.2127365515894,9082.078552390243,169.34073051190873,719.0062548932765,160.68983537254226,659.0644405905451,895.0227458358662,163.27635878042656,1191.5073198393509,421.05600975368264,310.1235457437608,53023.16709160317,2809.324032078152,211.6680990318319,72.91791561777997,152.13991765651411,5439.5398540607375,65202.16183015219,4215.962360201691,4184.994932201442
2038,304.39758017442665,340.925845273847,2787.9653784405896,631.4863333574848,1053.4280870452412,13708.714036840289,2410.60519164361,9107.081589320198,170.927956559008,720.4832877175756,161.46310402344614,665.882303524243,898.6509465926364,158.018635555911,1219.5068100836802,421.2455218223658,312.4074727239581,53013.84110286838,2821.5813151848765,213.85332296622389,73.57043488022695,153.71412950814042,5463.728909389855,65941.6463884252,4246.533215268946,4222.139239210304
2039,305.20902374031164,342.7484255712887,2791.6621429446654,634.5106068471651,1057.2273968306956,13797.933495991381,2416.997646735631,9132.08365845309,172.5151826061073,721.960320541875,162.23637267435004,672.7001664579407,902.2790526257357,155.05145599898245,1245.7475491650143,421.43498480737406,314.69142732217034,53004.51511413356,2833.838325665197,216.03854690061587,74.22295990412817,155.28832850139517,5487.917964718974,66681.1309466982,4277.104070336201,4259.283546219168
2040,306.0204360306689,345.8748293260072,2795.358590890726,637.5349464729871,1061.0265847222888,13887.152955142472,2423.390359307617,9157.086695383043,174.10240865320654,723.4373533661743,163.00965823543268,679.5180789029993,905.9072533825058,153.092767380183,1272.4266389280085,421.6244968760573,316.9753543023676,52995.19461773606,2846.0953361455167,218.22375435382213,74.87548492802941,156.86254035302147,5512.107020048091,67420.6155049712,4307.674925403457,4296.427853228031
2041,306.8318795965539,348.1844295226703,2799.055355394802,640.5592199626674,1064.825894507744,13976.373633221896,2429.7828143996376,9182.089732312992,175.68964913042063,724.9143423616064,163.78292688633653,686.3359418366972,909.535454139276,152.33249885900642,1296.0343415964849,421.81395986106565,319.2592812825649,52985.86862900125,2858.3526192522413,220.40897828821417,75.5280041904764,158.4367393462762,5536.2960753772095,68160.10006324423,4338.24578047071,4333.572160236895
2042,307.6432918869112,350.4151535591075,2802.751803340862,643.5834934523479,1068.6252042931983,14065.593092372985,2436.175269491658,9207.091801445888,177.2768751775199,726.3913751859058,164.55619553724048,693.1538047703948,913.1635601723754,152.4009386209241,1321.3048814393026,422.0034719297488,321.5432358807771,52976.542640266445,2870.6096297325616,222.59420222260616,76.18052921437761,160.01093833953095,5560.485130706328,68899.58462151722,4368.816635537965,4370.716467245759
2043,308.45473545279617,351.9217300467497,2806.4485678449387,646.6077669420281,1072.4245140786531,14154.812551524077,2442.567982063645,9232.09483837584,178.8641012246192,727.868408010205,165.32946418814433,699.9717172154536,916.7917609291457,152.46937838284182,1344.0702932456884,422.192983998432,323.82716286097445,52967.21665153162,2882.8669128392858,224.7794261569981,76.83305423827886,161.58515019115725,5584.673639328353,69639.06917979024,4399.387490605221,4407.860774254622
2044,309.2661790186812,354.4366907762806,2810.145332349014,649.6321065678501,1076.223823864108,14244.03201067517,2448.9604371556647,9257.09787530579,180.45132727171847,729.3454408345043,166.10274974922697,706.7895801491513,920.4199616859156,152.53780041884343,1366.7133719863616,422.3824469834403,326.11111745918663,52957.890662796824,2895.123923319606,226.96463361020443,77.48557350072583,163.159349184412,5608.862694657472,70378.55373806323,4429.958345672476,4445.005081263485
2045,310.07759130903844,356.8991917973658,2813.8417802950744,652.6563800575303,1080.0231336495629,14333.25146982626,2455.3531497276504,9282.099944438685,182.03855331881772,730.8224298299366,166.8760184001309,713.607443082849,924.0480677190152,152.60624018076112,1388.4242134709866,422.5719590521235,328.3950444393839,52948.564674062014,2907.380933799927,229.1498575445964,78.13809852462705,164.73354817766676,5633.05174998659,71118.03829633622,4460.52920073973,4482.149724870753
2046,310.8890348749234,360.6542246909498,2817.53854479915,655.6806535472106,1083.8223215411556,14422.470928977351,2461.745604819672,9307.10298136864,183.62579379603184,732.2994626542358,167.64928705103483,720.4253060165468,927.6762684757852,152.67467994267878,1412.8822804128565,422.76147112080656,330.67899903759616,52939.24417766451,2919.6382169066505,231.33508147898843,78.7906235485283,166.30776002929304,5657.240805315707,71857.52776453922,4491.100055806985,4519.294031879616
2047,311.7004784408084,363.2947314904012,2821.2349927452105,658.7049931730327,1087.6216313266107,14511.690388128442,2468.1380599116924,9332.10601829859,185.2130198431311,733.776495478535,168.42257261211742,727.2432184616055,931.3044692325552,152.74310197868041,1437.6040755040938,422.9509341058149,332.9629260177934,52929.918188929696,2931.895227386971,233.52030541338044,79.44314857242952,167.88195902254782,5681.429860644826,72597.01232281224,4521.670910874239,4556.43833888848
2048,312.5118907311657,366.5546917336189,2824.931757249286,661.729266662713,1091.4209411120657,14600.909847279536,2474.530772483678,9357.10905522854,186.8002458902304,735.2535283028345,169.19584126302132,734.0610813953033,934.9325752656548,152.8115417405981,1462.081670593135,423.14044617449804,335.2468806160056,52920.59220019489,2944.152237867292,235.70552934777245,80.0956678348765,169.45615801580257,5705.618369266851,73336.49688108526,4552.241765941494,4593.582645897343
2049,313.3233342970507,369.32817400031286,2828.628521753361,664.7535401523933,1095.2202508975201,14690.129306430625,2480.9232275756985,9382.111124361436,188.38747193732965,736.7305611271337,169.96910991392514,740.878944329001,938.5607760224248,152.8799815025158,1485.425388421566,423.3299582431813,337.5308075962029,52911.26621146008,2956.409520974016,237.89073680097871,80.74819285877774,171.03036986742885,5729.807424595969,74075.98143935826,4582.812621008749,4630.726952906206
2050,314.1347778629356,372.39989298644775,2832.3249696994217,667.7778797782153,1099.019560682975,14779.348765581719,2487.315682667719,9407.114161291389,189.97469798442893,738.207593951433,170.7423954750078,747.6968072626986,942.1889767791948,152.9484035385174,1507.3706627024437,423.5194212281895,339.81476219441515,52901.94022272527,2968.666531454336,240.07596073537076,81.40071788267896,172.6045688606836,5753.9964799250865,74815.46599763125,4613.383476076003,4667.8712599150695
